"LB-11556 : device 8 status (SN255, ethernet), set on to retry connection",Local HMI,LB,11556,,16-bit Unsigned,Supported
"LB-11600 : device 9 status (ethernet), set on to retry connection",Local HMI,LB,11600,,16-bit Unsigned,Supported
"LB-11601 : device 9 status (SN0, ethernet), set on to retry connection",Local HMI,LB,11601,,16-bit Unsigned,Supported
"LB-11602 : device 9 status (SN1, ethernet), set on to retry connection",Local HMI,LB,11602,,16-bit Unsigned,Supported
"LB-11603 : device 9 status (SN2, ethernet), set on to retry connection",Local HMI,LB,11603,,16-bit Unsigned,Supported
"LB-11604 : device 9 status (SN3, ethernet), set on to retry connection",Local HMI,LB,11604,,16-bit Unsigned,Supported
"LB-11605 : device 9 status (SN4, ethernet), set on to retry connection",Local HMI,LB,11605,,16-bit Unsigned,Supported
"LB-11606 : device 9 status (SN5, ethernet), set on to retry connection",Local HMI,LB,11606,,16-bit Unsigned,Supported
"LB-11607 : device 9 status (SN6, ethernet), set on to retry connection",Local HMI,LB,11607,,16-bit Unsigned,Supported
"LB-11608 : device 9 status (SN7, ethernet), set on to retry connection",Local HMI,LB,11608,,16-bit Unsigned,Supported
"LB-11856 : device 9 status (SN255, ethernet), set on to retry connection",Local HMI,LB,11856,,16-bit Unsigned,Supported
"LB-11900 : device 10 status (ethernet), set on to retry connection",Local HMI,LB,11900,,16-bit Unsigned,Supported
"LB-11901 : device 11 status (ethernet), set on to retry connection",Local HMI,LB,11901,,16-bit Unsigned,Supported
"LB-11902 : device 12 status (ethernet), set on to retry connection",Local HMI,LB,11902,,16-bit Unsigned,Supported
"LB-11903 : device 13 status (ethernet), set on to retry connection",Local HMI,LB,11903,,16-bit Unsigned,Supported
"LB-11904 : device 14 status (ethernet), set on to retry connection",Local HMI,LB,11904,,16-bit Unsigned,Supported
"LB-11905 : device 15 status (ethernet), set on to retry connection",Local HMI,LB,11905,,16-bit Unsigned,Supported
"LB-11906 : device 16 status (ethernet), set on to retry connection",Local HMI,LB,11906,,16-bit Unsigned,Supported
"LB-11939 : device 49 status (ethernet), set on to retry connection",Local HMI,LB,11939,,16-bit Unsigned,Supported
LB-11940 : delete the earliest event log file on SD card (set ON),Local HMI,LB,11940,,16-bit Unsigned,Unsupported
LB-11941 : delete all event log files on SD card (set ON),Local HMI,LB,11941,,16-bit Unsigned,Unsupported
LB-11942 : refresh event log information on SD card (set ON),Local HMI,LB,11942,,16-bit Unsigned,Unsupported
LB-11943 : delete the earliest event log file on USB disk 1 (set ON),Local HMI,LB,11943,,16-bit Unsigned,Unsupported
LB-11944 : delete all event log files on USB disk 1 (set ON),Local HMI,LB,11944,,16-bit Unsigned,Supported
LB-11945 : refresh event log information on USB disk 1 (set ON),Local HMI,LB,11945,,16-bit Unsigned,Unsupported
LB-11946 : delete the earliest event log file on USB disk 2 (set ON),Local HMI,LB,11946,,16-bit Unsigned,Unsupported
LB-11947 : delete all event log files on USB disk 2 (set ON),Local HMI,LB,11947,,16-bit Unsigned,Supported
LB-11948 : refresh event log information on USB disk 2 (set ON),Local HMI,LB,11948,,16-bit Unsigned,Unsupported
LB-11949 : delete the earliest data sampling file on SD card (set ON),Local HMI,LB,11949,,16-bit Unsigned,Unsupported
LB-11950 : delete all data sampling files on SD card (set ON),Local HMI,LB,11950,,16-bit Unsigned,Unsupported
LB-11951 : refresh data sampling information on SD card (set ON),Local HMI,LB,11951,,16-bit Unsigned,Unsupported
LB-11952 : delete the earliest data sampling file on USB disk 1 (set ON),Local HMI,LB,11952,,16-bit Unsigned,Unsupported
